id,status,score,same_subject_score,topic,answer,matched_subject,matched_chapter,matched_section,matched_concept,same_subject_concept,cross_subject_match,missing_terms,question
PRE-01-044,IN_SCOPE,0.444,0.444,소프트웨어 개발 / 형상관리,Git,소프트웨어 개발,형상관리 & 오픈소스,형상관리 도구,분산형 저장소(Git),분산형 저장소(Git),,"2005년에, dvcs, github, gitlab, linus, torvalds, 가능하며, 개발자의, 개발했다, 로컬에서, 복제되어, 생성하고, 서비스다, 시스템으로, 자유롭게, 저장된다, 저장소에, 중앙집중형의","다음 설명에 해당하는 형상관리 도구를 적으시오.  [보기] 분산형 버전 관리 시스템으로, 개발자 각자의 컴퓨터에 코드 전체 기록이 복제되어 저장된다. 중앙 서버가 없어도 로컬에서 버전 관리가 가능하며, 브랜치(Branch)를 자유롭게 생성하고 합칠 수 있다."
PRE-01-045,IN_SCOPE,0.673,0.673,소프트웨어 개발 / 오픈소스 라이선스,GPL,소프트웨어 개발,형상관리 & 오픈소스,오픈소스 소프트웨어 라이선스,오픈소스 소프트웨어 라이선스 비교,오픈소스 소프트웨어 라이선스 비교,,"copyleft, 강제하는, 공개되어야, 라이선스가, 라이선스다, 라이선스를, 링크하면, 불가능하다, 소프트웨어에도, 수정하거나, 자유롭게, 카피레프트, 프로그램, 해당하는","다음 설명에 해당하는 오픈소스 라이선스를 적으시오.  [보기] 자유소프트웨어재단(FSF)이 만든 가장 엄격한 오픈소스 라이선스다. 이 라이선스가 적용된 코드를 수정하거나 링크하면 전체 소스코드를 공개해야 하며, 독점 소프트웨어 코드와 결합이 불가능하다."
PRE-01-046,IN_SCOPE,0.474,0.474,소프트웨어 개발 / 오픈소스 라이선스,LGPL,소프트웨어 개발,형상관리 & 오픈소스,오픈소스 소프트웨어 라이선스,오픈소스 소프트웨어 라이선스 비교,오픈소스 소프트웨어 라이선스 비교,,"라이브러리, 라이선스다, 라이선스로, 라이선스를, 무엇이라, 버전으로, 소프트웨어에서, 수정본은, 수정하면","GPL보다 공개 의무가 완화된 오픈소스 라이선스로, 라이브러리에 응용 프로그램을 링크할 경우 응용 프로그램의 소스코드는 공개하지 않아도 되는 라이선스를 무엇이라 하는가?"
PRE-01-047,IN_SCOPE,0.372,0.372,소프트웨어 개발 / 오픈소스 라이선스,BSD,소프트웨어 개발,형상관리 & 오픈소스,오픈소스 소프트웨어 라이선스,오픈소스 소프트웨어 라이선스 비교,오픈소스 소프트웨어 라이선스 비교,,"permissive, 가능하며, 라이선스다, 라이선스로, 라이선스를, 라이선스와, 무엇이라, 분류된다, 소프트웨어에도, 소프트웨어에서, 자유롭게, 제품에도, 허용적인","수정한 소스코드를 공개하지 않아도 되고 상용 소프트웨어에도 무제한 사용 가능하며, 배포 시 저작권·무보증 표시만 필요한 오픈소스 라이선스를 무엇이라 하는가?"
PRE-01-048,IN_SCOPE,0.456,0.456,소프트웨어 개발 / 소프트웨어 유지보수,수정 유지보수,소프트웨어 개발,소프트웨어 유지보수,소프트웨어 유지보수의 개념과 유형,소프트웨어 유지보수의 종류,소프트웨어 유지보수의 종류,,"3종류는, maintenance, 무엇이라, 발생하는, 수정하는, 식별하고, 유지보수다, 유지보수로","소프트웨어 유지보수 유형 중, 운영 중 발견된 오류(버그)를 수정하는 활동을 무엇이라 하는가?"
PRE-01-049,IN_SCOPE,0.364,0.364,소프트웨어 개발 / 소프트웨어 유지보수,적응 유지보수,소프트웨어 개발,소프트웨어 유지보수,소프트웨어 유지보수의 개념과 유형,소프트웨어 유지보수의 종류,소프트웨어 유지보수의 종류,,"maintenance, 대응하기, 수정하는, 실행되지, 업그레이드, 운영체제, 유지보수다, 유형이다, 하드웨어, 해당하는, 활동이다","다음 설명에 해당하는 유지보수 유형을 적으시오.  [보기] 운영체제 업그레이드, 하드웨어 교체 등 데이터 환경 또는 인프라 환경의 변화에 대응하기 위해 소프트웨어를 수정하는 유지보수 유형이다."
PRE-01-050,IN_SCOPE,0.523,0.523,소프트웨어 개발 / 소프트웨어 유지보수,테스트,소프트웨어 개발,소프트웨어 유지보수,소프트웨어 유지보수 활동,SW 유지보수 절차,SW 유지보수 절차,,"5단계를, 과정에서, 망가지지, 수정으로, 않았는지, 올바르게, 이루어졌는지, 진행된다, 테스트를, 확인해야",소프트웨어 유지보수 절차 5단계를 순서대로 나열할 때 (ㄱ)에 들어갈 알맞은 단계를 적으시오.  [보기] 요청 접수 → 분석 → 수정 → (ㄱ) → 완료
PRE-01-051,IN_SCOPE,0.564,0.564,소프트웨어 개발 / 소프트웨어 재사용,소프트웨어 재사용,소프트웨어 개발,재사용 & 자료구조,소프트웨어 재사용,소프트웨어 재사용(Reuse) 개요,소프트웨어 재사용(Reuse) 개요,,"software, 기반으로, 대표적인, 라이브러리, 만들어진, 방법론이, 방법론이다, 방식이다, 사용하므로, 신뢰성이, 전략이다, 컴포넌트, 컴포넌트를, 프로젝트에, 해당하는, 활용하는","다음 설명에 해당하는 소프트웨어 개발 전략을 적으시오.  [보기] 이미 만들어진 소프트웨어 자산(코드, 라이브러리, 컴포넌트 등)을 새 프로젝트에 그대로 활용하는 방식이다. 이미 검증된 것을 사용하므로 신뢰성이 높고 개발 시간과 비용을 절감할 수 있다."
PRE-01-052,IN_SCOPE,0.468,0.468,소프트웨어 개발 / 소프트웨어 아키텍처,계층 구조(Layered Architecture),소프트웨어 개발,소프트웨어 설계 & 아키텍처,소프트웨어 아키텍처 스타일,소프트웨어 아키텍처 스타일 종류,소프트웨어 아키텍처 스타일 종류,,"강제하는, 계층과만, 계층에만, 독립적으로, 무엇이라, 분리하고, 서비스를, 수정하거나, 스타일이다, 시스템을, 요청하는, 통신하도록","소프트웨어 아키텍처 스타일 중, 기능을 역할별로 여러 계층으로 나누고 각 계층은 바로 아래 계층에만 서비스를 요청하는 구조를 무엇이라 하는가? (OSI 7계층이 대표 사례다)"
PRE-01-053,IN_SCOPE,0.409,0.409,소프트웨어 개발 / 소프트웨어 아키텍처,클라이언트-서버 모델,소프트웨어 개발,소프트웨어 설계 & 아키텍처,소프트웨어 아키텍처 스타일,소프트웨어 아키텍처 스타일 종류,소프트웨어 아키텍처 스타일 종류,,"기반으로, 담당한다, 대부분의, 데이터와, 분리한다, 서비스를, 소비자는, 소비자로, 스트리밍, 아키텍처다, 요청하는, 제공자는, 제공자와, 중앙에서, 클라이언트와, 해당하는",다음 설명에 해당하는 아키텍처 스타일을 적으시오.  [보기] 역할을 서비스 제공자와 서비스 소비자로 분리한다. 서비스 제공자는 자원을 중앙 관리하고 서비스 소비자는 UI를 담당한다. 네트워크 분산 시스템의 기본 구조다.
PRE-01-054,IN_SCOPE,0.429,0.429,소프트웨어 개발 / 설계,트랜잭션 흐름 중심 설계,소프트웨어 개발,소프트웨어 설계 & 아키텍처,구조적 설계 방법,트랜잭션흐름 중심 설계(Transaction Flow-Oriented Design),트랜잭션흐름 중심 설계(Transaction Flow-Oriented Design),,"center, 계산대에서, 데이터를, 데이터의, 방식이다, 분기한다, 분석하여, 선택하는, 시스템에, 실행하는, 이곳에서, 적절하다, 적합하다, 판별하는, 해당하는","다음 설명에 해당하는 구조적 설계 방식을 적으시오.  [보기] 입력된 데이터를 분석하여 여러 처리 경로 중 적합한 경로 하나를 선택해 실행하는 설계 방식이다. '계산대에서 현금, 카드, 포인트 결제 중 하나를 선택해 처리하는 것'이 비유로 적절하다."
PRE-01-055,IN_SCOPE,0.342,0.342,소프트웨어 개발 / 객체지향,클래스,소프트웨어 개발,소프트웨어 설계 & 아키텍처,객체 지향 설계와 원리,객체와 클래스,객체와 클래스,,"class, object, 개념에서, 객체지향, 도면으로, 만들어낼, 무엇이라, 생성한다, 속성값을, 이것으로부터, 인스턴스, 정의하면, 클래스를, 해당하는","객체지향 개념에서 '붕어빵 틀'에 해당하는 것을 무엇이라 하는가?  [보기] 속성(변수)과 행위(메서드)를 정의한 설계 도면으로, 이것으로부터 실제 객체(인스턴스)를 생성한다."
PRE-01-056,IN_SCOPE,0.341,0.341,소프트웨어 개발 / 설계 원리,모듈화,소프트웨어 개발,소프트웨어 설계 & 아키텍처,소프트웨어 설계 원리,모듈화,모듈화,,"modularization, 결합도를, 독립적으로, 독립적인, 분업해서, 분할하여, 분해하는, 블록처럼, 소프트웨어를, 수정하거나, 원리이다, 유지보수가, 유지보수성이, 응집도와, 조립하거나, 해당하는, 향상된다",다음 설명에 해당하는 소프트웨어 설계 원리를 적으시오.  [보기] 큰 프로그램을 작은 기능 단위로 분할하여 각 단위를 독립적으로 개발·수정할 수 있게 하는 원리이다. 레고 블록처럼 각 단위를 조립하거나 교체할 수 있어 유지보수성이 향상된다.
PRE-01-057,IN_SCOPE,0.473,0.473,소프트웨어 개발 / 소프트웨어 공학,설계,소프트웨어 개발,소프트웨어 공학 기초,소프트웨어 개발 생명주기,소프트웨어 개발 단계,소프트웨어 개발 단계,,"결정한다, 단계에서는, 바탕으로, 발견하여, 요구사항을, 유지보수, 인터페이스",소프트웨어 개발 단계를 올바른 순서로 나열할 때 빈칸 (ㄱ)에 들어갈 단계를 적으시오.  [보기] 요구사항 분석 → (ㄱ) → 구현(코딩) → 테스팅 → 유지보수
PRE-01-058,IN_SCOPE,0.351,0.351,소프트웨어 개발 / 애자일 개발,스프린트,소프트웨어 개발,소프트웨어 공학 기초,애자일 개발 방법론,스크럼,스크럼,,"retrospective, review, sprint, 개발하는, 검토하는, 무엇이라, 반복적으로, 반복하면서, 선택하고, 스크럼에서, 스프린트, 스프린트를, 스프린트에서, 완성된다, 점진적으로, 진행한다, 회의에서",스크럼에서 '짧은 개발 주기(보통 1~4주)' 동안 목표를 정해서 반복적으로 개발·검토하는 단위를 무엇이라 하는가?
PRE-01-059,IN_SCOPE,0.409,0.409,소프트웨어 개발 / 테스팅,계획,소프트웨어 개발,품질 & 요구사항,테스팅 개념 및 프로세스,테스팅 프로세스,테스팅 프로세스,,"5단계는, 결정한다, 단계에서는, 단계이다, 비효율이, 빠뜨리거나, 수행하는, 수행할지, 언제까지, 테스트하면, 테스트할지, 프로세스의, 해당하는, 환경에서","다음 설명에 해당하는 테스트 프로세스 단계를 적으시오.  [보기] 테스팅 프로세스의 첫 번째 단계로, 테스트 범위, 일정, 자원, 전략 등을 미리 정하는 단계이다."
PRE-01-060,IN_SCOPE,0.476,0.476,소프트웨어 개발 / 테스팅,통합 테스트,소프트웨어 개발,품질 & 요구사항,테스팅 개념 및 프로세스,테스팅 유형,테스팅 유형,,"결합하여, 모듈들을, 무엇이라, 발생하는, 수행하며, 연결부에서, 인터페이스, 작동하더라도, 테스트다, 테스트를",단위 모듈 간의 인터페이스에서 발생하는 결함을 찾는 테스트 단계를 무엇이라 하는가?
PRE-01-061,IN_SCOPE,0.624,0.624,소프트웨어 개발 / 소프트웨어 개발 생명주기,진화 모델,소프트웨어 개발,소프트웨어 공학 기초,소프트웨어 개발 생명주기,소프트웨어 생명주기 모델 종류,소프트웨어 생명주기 모델 종류,,"반복되며, 반복적으로, 반영하는, 방식이다, 배포하면서, 사용자가, 사이클마다, 사이클에, 유사하지만, 재개발한다는, 적합하다, 제공하고, 추가하는, 피드백을, 해당하는","다음 설명에 해당하는 소프트웨어 생명주기 모델을 적으시오.  [보기] 전체 시스템에 대한 개발 단계가 여러 번 반복되며, 각 시스템이 사용자에게 동작 기능을 제공하고 사용자가 사용하면서 도출된 변경사항이 다음 반복 개발에 반영된다. 시스템 명세가 전체적으로 불분명하거나 제품 개선이 지속적으로 요구되는 경우에 적합하다."
PRE-01-062,IN_SCOPE,0.418,0.418,소프트웨어 개발 / 소프트웨어 개발 생명주기,정보공학 방법론,소프트웨어 개발,소프트웨어 공학 기초,소프트웨어 개발 생명주기,소프트웨어 개발 방법론 비교,소프트웨어 개발 방법론 비교,,"engineering, information, methodology, 기능보다, 기반으로, 모델링을, 방법론을, 방법론이다, 설계하는, 시스템을, 자산으로, 프로세스를, 해당하는","다음 설명에 해당하는 개발 방법론을 적으시오.  [보기] 기업의 데이터 자원(정보)을 전략적 자산으로 보고, 업무 기능보다 데이터(엔터티)를 중심으로 시스템을 설계하는 방법론이다."
PRE-01-063,IN_SCOPE,0.334,0.334,소프트웨어 개발 / 디자인 패턴,Observer,소프트웨어 개발,소프트웨어 설계 & 아키텍처,디자인 패턴,대표적인 디자인 패턴,대표적인 디자인 패턴,,"23가지, subject, 갱신되는, 광범위하게, 구조로도, 변경되면, 사용된다, 의존하는, 자동으로, 패턴이다, 표현된다, 해당하는","다음 설명에 해당하는 GoF 행위 패턴을 적으시오.  [보기] 하나의 객체 상태가 변하면 그 객체에 의존하는 다른 객체들이 자동으로 알림을 받고 갱신되는 패턴이다. '한 소스, 여러 사용(One Source Multiple Use)' 구조로도 표현된다."
PRE-01-064,IN_SCOPE,0.519,0.519,소프트웨어 개발 / 디자인 패턴,Prototype,소프트웨어 개발,소프트웨어 설계 & 아키텍처,디자인 패턴,대표적인 디자인 패턴,대표적인 디자인 패턴,,"clone, 복사하여, 복제하여, 생성하는, 유리하다, 인스턴스를, 패턴이다, 해당하는",다음 설명에 해당하는 GoF 생성 패턴을 적으시오.  [보기] 기존 객체를 복제(Clone)하여 새 객체를 생성하는 패턴. 객체 생성 비용이 큰 경우 기존 인스턴스를 복사하여 빠르게 새 인스턴스를 만든다.
PRE-01-065,IN_SCOPE,0.354,0.354,소프트웨어 개발 / 소프트웨어 공학,구조적 방법론,소프트웨어 개발,소프트웨어 공학 기초,소프트웨어 개발 생명주기,소프트웨어 개발 방법론 비교,소프트웨어 개발 방법론 비교,,"chart, methodology, structure, structured, 무엇이라, 방법론을, 방법론이다, 분석하고, 사용한다, 설계하는, 설계하며, 시스템을, 표기법으로, 프로세스, 활용하는","소프트웨어 개발 방법론 중, 업무 처리 절차(프로세스)를 중심으로 시스템을 분석·설계하며 DFD(데이터 흐름도) 등을 활용하는 방법론을 무엇이라 하는가?"
